RB5_2	SFV70_2	73.918	15624	3808	135	12704	28198	30626	46111	0.0	9436	0.16	0.06	238932	243736	+
RB5_2	SFV70_2	71.387	11722	3059	129	76889	88460	71769	83345	0.0	5703	0.16	0.05	238932	243736	+
RB5_2	SFV70_2	99.075	2486	23	0	126749	129234	141028	143513	0.0	4379	0.16	0.01	238932	243736	+
RB5_2	SFV70_2	99.826	1727	2	1	127704	129430	145232	146957	0.0	3097	0.16	0.01	238932	243736	+
RB5_2	SFV70_2	99.720	1431	4	0	127715	129145	94704	96134	0.0	2563	0.16	0.01	238932	243736	-
RB5_2	SFV70_2	75.769	2959	657	35	130169	133097	117687	120615	0.0	2001	0.16	0.01	238932	243736	-
RB5_2	SFV70_2	87.251	1255	148	7	126472	127717	131488	132739	0.0	1521	0.16	0.01	238932	243736	+
RB5_2	SFV70_2	100.000	823	0	0	48949	49771	101186	102008	0.0	1485	0.16	0	238932	243736	-
RB5_2	SFV70_2	99.758	827	2	0	48950	49776	93882	94708	0.0	1483	0.16	0	238932	243736	-
RB5_2	SFV70_2	100.000	822	0	0	48951	49772	143514	144335	0.0	1483	0.16	0	238932	243736	+
RB5_2	SFV70_2	100.000	821	0	0	43804	44624	93887	94707	0.0	1481	0.16	0	238932	243736	-
RB5_2	SFV70_2	100.000	821	0	0	48950	49770	126639	127459	0.0	1481	0.16	0	238932	243736	-
RB5_2	SFV70_2	100.000	820	0	0	43804	44623	101187	102006	0.0	1480	0.16	0	238932	243736	-
RB5_2	SFV70_2	100.000	820	0	0	43804	44623	126639	127458	0.0	1480	0.16	0	238932	243736	-
RB5_2	SFV70_2	100.000	820	0	0	43804	44623	143514	144333	0.0	1480	0.16	0	238932	243736	+
RB5_2	SFV70_2	91.349	867	75	0	126851	127717	97757	98623	0.0	1225	0.16	0	238932	243736	-
RB5_2	SFV70_2	89.558	747	74	3	61752	62496	86835	87579	0.0	985	0.16	0	238932	243736	+
RB5_2	SFV70_2	70.061	2131	575	26	40242	42341	57483	59581	0.0	906	0.16	0.01	238932	243736	+
