SFV70_2	RB5_2	73.918	15624	3808	135	30626	46111	12704	28198	0.0	9436	18	6	243736	238932
SFV70_2	RB5_2	71.387	11722	3059	129	71769	83345	76889	88460	0.0	5703	18	5	243736	238932
SFV70_2	RB5_2	99.075	2486	23	0	141028	143513	126749	129234	0.0	4379	18	1	243736	238932
SFV70_2	RB5_2	99.826	1727	2	1	145232	146957	127704	129430	0.0	3097	18	1	243736	238932
SFV70_2	RB5_2	99.720	1431	4	0	94704	96134	129145	127715	0.0	2563	18	1	243736	238932
SFV70_2	RB5_2	75.769	2959	657	35	117687	120615	133097	130169	0.0	2001	18	1	243736	238932
SFV70_2	RB5_2	87.251	1255	148	7	131488	132739	126472	127717	0.0	1521	18	1	243736	238932
SFV70_2	RB5_2	100.000	823	0	0	101186	102008	49771	48949	0.0	1485	18	0	243736	238932
SFV70_2	RB5_2	99.758	827	2	0	93882	94708	49776	48950	0.0	1483	18	0	243736	238932
SFV70_2	RB5_2	100.000	822	0	0	143514	144335	48951	49772	0.0	1483	18	0	243736	238932
SFV70_2	RB5_2	100.000	821	0	0	93887	94707	44624	43804	0.0	1481	18	0	243736	238932
SFV70_2	RB5_2	100.000	821	0	0	126639	127459	49770	48950	0.0	1481	18	0	243736	238932
SFV70_2	RB5_2	100.000	820	0	0	126639	127458	44623	43804	0.0	1480	18	0	243736	238932
SFV70_2	RB5_2	100.000	820	0	0	101187	102006	44623	43804	0.0	1480	18	0	243736	238932
SFV70_2	RB5_2	100.000	820	0	0	143514	144333	43804	44623	0.0	1480	18	0	243736	238932
SFV70_2	RB5_2	91.349	867	75	0	97757	98623	127717	126851	0.0	1225	18	0	243736	238932
SFV70_2	RB5_2	89.558	747	74	3	86835	87579	61752	62496	0.0	985	18	0	243736	238932
SFV70_2	RB5_2	70.061	2131	575	26	57483	59581	40242	42341	0.0	906	18	1	243736	238932
