bootstrap	Sample1	Sample2	Sample1_length	Sample2_length	DistanceScore_d0	DistanceScore_d1	DistanceScore_d2	DistanceScore_d3	DistanceScore_d4	DistanceScore_d5	DistanceScore_d6	DistanceScore_d7	DistanceScore_d8	DistanceScore_d9	Percent_identity	Coverage_breadth_mingenome	Breakpoint_distance	Breakpoints	Alignments
1	RB5_2	SFV70_4	238932	99518	0.992155414389127	0.986660704596154	4.84793171626071	4.31704105819195	0.00263653483992465	0.00264001661914036	0.992176096912395	0.986695874113226	4.85057173287985	4.31968107481109	0.997363465160075	0.0133392954038465	0.666666666666667	4	6
1	RB5_4	SFV70_4	72280	99518	0.158546665269677	0	0.172624721754881	0	0	0	0.158546665269677	0	0.172624721754881	0	1	1	0.5	2	4
1	RB5_5	SFV70_4	50517	99518	0.98892258473023	0.983550092048221	4.50284690377834	4.10743539742297	0.00481347773766549	0.00482509983175691	0.988975905622022	0.983629273313934	4.5076720036101	4.11226049725473	0.995186522262335	0.0164499079517786	0	0	2
1	RB5_6	SFV70_4	33303	99518	0.98763749708254	0.97534756628532	4.39308734604059	3.70287965254833	0.00121802679658956	0.00121876919412945	0.987652554942366	0.975377593610185	4.39430611523472	3.70409842174246	0.99878197320341	0.0246524337146804	0	0	2
1	RB5_7	SFV70_4	25736	99518	0.652945215322465	0.155463164438918	1.05827263058207	0.16896692549597	0	0	0.652945215322465	0.155463164438918	1.05827263058207	0.16896692549597	1	0.844536835561082	0	0	4
1	RB5_11	SFV70_4	1873	99518	0.963053919973173	0	3.29829572579957	0	0	0	0.963053919973173	0	3.29829572579957	0	1	1	0	0	2
1	SFV70_2	SFV70_4	243736	99518	0.96430340214535	0.938438272473321	3.33269989292678	2.78771490791855	0.0436627764629071	0.0446446838447126	0.965862014717964	0.941126228420989	3.3773445767715	2.83235959176326	0.956337223537093	0.0615617275266786	0.75	6	8
1	SFV70_3	SFV70_4	172207	99518	0.906490017480909	0.872339677244318	2.3696870834764	2.058382270913	0.0618284859695384	0.0638224959123347	0.912271598123102	0.880232721718684	2.43350957938873	2.12220476682534	0.938171514030462	0.127660322755682	0.833333333333333	20	24
1	SFV70_4	SFV131_2	99518	421101	0.919895355336628	0.790470065716755	2.52442144077905	1.56288866542005	0.0655812392096682	0.0678305892091208	0.925148717200102	0.80421129845857	2.59225202998817	1.63071925462917	0.934418760790332	0.209529934283245	0.8125	26	32
1	SFV70_4	SFV131_3	99518	103447	0.338309560761708	0.325247693884523	0.412957446854525	0.393409609356664	7.44601638124065e-05	7.44629361080219e-05	0.338358830340206	0.325297936051769	0.413031909790633	0.393484072292772	0.999925539836188	0.674752306115477	0.5	5	10
2	RB5_2	SFV70_4	238932	99518	0.99216427832767	0.986675777246327	4.849062298631	4.31817164056224	0.00226244343891402	0.00226500663085212	0.992182006204757	0.986705922546675	4.85132730526185	4.32043664719309	0.997737556561086	0.0133242227536727	0.5	3	6
2	RB5_4	SFV70_4	72280	99518	0.170875097498225	0.0146513558384062	0.187384468728132	0.0147597469732508	4.21224077168381e-05	4.21232948903673e-05	0.170910022235416	0.0146928610957388	0.187426592023022	0.0148018702681411	0.999957877592283	0.985348644161594	0.5	2	4
