RB5_4	SFV70_3	94.134	5336	294	12	51931	57260	137858	143180	0.0	8175	17	7	72280	172207
RB5_4	SFV70_3	99.481	2119	10	1	63637	65754	40167	42285	0.0	3768	17	3	72280	172207
RB5_4	SFV70_3	99.878	821	1	0	4293	5113	69371	70191	0.0	1476	17	1	72280	172207
RB5_4	SFV70_3	97.826	690	4	1	58810	59499	170976	170298	0.0	1182	17	1	72280	172207
RB5_4	SFV70_3	79.683	1260	256	0	47336	48595	131636	132895	0.0	1119	17	2	72280	172207
RB5_4	SFV70_3	92.149	726	57	0	62371	63096	147830	148555	0.0	1052	17	1	72280	172207
RB5_4	SFV70_3	87.078	859	89	5	50387	51223	132895	133753	0.0	1047	17	1	72280	172207
RB5_4	SFV70_3	83.994	656	105	0	64090	64745	149706	150361	0.0	710	17	1	72280	172207
RB5_4	SFV70_3	80.946	719	135	2	62370	63087	38191	38908	0.0	672	17	1	72280	172207
RB5_4	SFV70_3	93.803	355	19	3	46144	46497	139018	139370	1.27e-150	531	17	0	72280	172207
RB5_4	SFV70_3	96.500	200	6	1	51600	51798	134165	134364	9.80e-89	325	17	0	72280	172207
RB5_4	SFV70_3	96.000	200	7	1	51600	51798	130535	130734	1.19e-87	322	17	0	72280	172207
RB5_4	SFV70_3	96.000	200	7	1	51600	51798	137491	137690	1.19e-87	322	17	0	72280	172207
RB5_4	SFV70_3	90.435	230	15	3	45256	45484	137491	137714	7.54e-84	309	17	0	72280	172207
RB5_4	SFV70_3	92.823	209	14	1	45256	45463	134165	134373	9.18e-83	306	17	0	72280	172207
RB5_4	SFV70_3	93.069	202	13	1	45256	45456	130535	130736	1.36e-80	298	17	0	72280	172207
RB5_4	SFV70_3	100.000	62	0	0	64779	64840	60309	60370	1.12e-24	113	17	0	72280	172207
