SFV70_3	RB5_4	94.134	5336	294	12	137858	143180	51931	57260	0.0	8175	0.08	0.03	172207	72280	+
SFV70_3	RB5_4	99.481	2119	10	1	40167	42285	63637	65754	0.0	3768	0.08	0.01	172207	72280	+
SFV70_3	RB5_4	99.878	821	1	0	69371	70191	4293	5113	0.0	1476	0.08	0	172207	72280	+
SFV70_3	RB5_4	97.826	690	4	1	170298	170976	58810	59499	0.0	1182	0.08	0	172207	72280	-
SFV70_3	RB5_4	79.683	1260	256	0	131636	132895	47336	48595	0.0	1119	0.08	0.01	172207	72280	+
SFV70_3	RB5_4	92.149	726	57	0	147830	148555	62371	63096	0.0	1052	0.08	0	172207	72280	+
SFV70_3	RB5_4	87.078	859	89	5	132895	133753	50387	51223	0.0	1047	0.08	0	172207	72280	+
SFV70_3	RB5_4	83.994	656	105	0	149706	150361	64090	64745	0.0	710	0.08	0	172207	72280	+
SFV70_3	RB5_4	80.946	719	135	2	38191	38908	62370	63087	0.0	672	0.08	0	172207	72280	+
SFV70_3	RB5_4	93.803	355	19	3	139018	139370	46144	46497	1.27e-150	531	0.08	0	172207	72280	+
SFV70_3	RB5_4	96.500	200	6	1	134165	134364	51600	51798	9.80e-89	325	0.08	0	172207	72280	+
SFV70_3	RB5_4	96.000	200	7	1	130535	130734	51600	51798	1.19e-87	322	0.08	0	172207	72280	+
SFV70_3	RB5_4	96.000	200	7	1	137491	137690	51600	51798	1.19e-87	322	0.08	0	172207	72280	+
SFV70_3	RB5_4	90.435	230	15	3	137491	137714	45256	45484	7.54e-84	309	0.08	0	172207	72280	+
SFV70_3	RB5_4	92.823	209	14	1	134165	134373	45256	45463	9.18e-83	306	0.08	0	172207	72280	+
SFV70_3	RB5_4	93.069	202	13	1	130535	130736	45256	45456	1.36e-80	298	0.08	0	172207	72280	+
SFV70_3	RB5_4	100.000	62	0	0	60309	60370	64779	64840	1.12e-24	113	0.08	0	172207	72280	+
