bootstrap	Sample1	Sample2	Sample1_length	Sample2_length	DistanceScore_d0	DistanceScore_d1	DistanceScore_d2	DistanceScore_d3	DistanceScore_d4	DistanceScore_d5	DistanceScore_d6	DistanceScore_d7	DistanceScore_d8	DistanceScore_d9	Percent_identity	Coverage_breadth_mingenome	Breakpoint_distance	Breakpoints	Alignments
1	RB5_8	SFV131_4	6647	10579	0.228259607569952	0	0.259107064747592	0	0	0	0.228259607569952	0	0.259107064747592	0	1	1	0.5	3	6
1	RB5_12	SFV131_4	1551	10579	0.990107172300082	0.961315280464217	4.61594525915605	3.25231060095444	0.0166666666666667	0.0168071183163813	0.990272052761748	0.961960025789813	4.63275237747243	3.26911771927082	0.983333333333333	0.0386847195357834	0	0	2
2	RB5_8	SFV131_4	6647	10579	0.231800766283525	0.00458853618173616	0.263706160576069	0.00459909582847778	0.0615884531096501	0.0635666768482113	0.279112968768141	0.0658943884459154	0.327272837424281	0.0681657726766891	0.93841154689035	0.995411463818264	0.166666666666667	1	6
2	RB5_12	SFV131_4	1551	10579	0.990107172300082	0.961315280464217	4.61594525915605	3.25231060095444	0.0166666666666667	0.0168071183163813	0.990272052761748	0.961960025789813	4.63275237747243	3.26911771927082	0.983333333333333	0.0386847195357834	0	0	2
3	RB5_8	SFV131_4	6647	10579	0.538256124463021	0.401684970663457	0.772744923581483	0.513637858833891	0.0828513955242646	0.08648576481075	0.576512248926042	0.451256205807131	0.859230688392233	0.600123623644641	0.917148604475735	0.598315029336543	0.666666666666667	4	6
3	RB5_12	SFV131_4	1551	10579	0.990107172300082	0.961315280464217	4.61594525915605	3.25231060095444	0.0166666666666667	0.0168071183163813	0.990272052761748	0.961960025789813	4.63275237747243	3.26911771927082	0.983333333333333	0.0386847195357834	0	0	2
4	RB5_8	SFV131_4	6647	10579	0.228259607569952	0	0.259107064747592	0	0	0	0.228259607569952	0	0.259107064747592	0	1	1	0.666666666666667	4	6
4	RB5_12	SFV131_4	1551	10579	0.990107172300082	0.961315280464217	4.61594525915605	3.25231060095444	0.0166666666666667	0.0168071183163813	0.990272052761748	0.961960025789813	4.63275237747243	3.26911771927082	0.983333333333333	0.0386847195357834	0	0	2
5	RB5_8	SFV131_4	6647	10579	0.231916869847904	0.00473897999097339	0.263857309306708	0.00475024455911619	0.0615221827526264	0.0634960596255689	0.279171020550331	0.0659696103505341	0.327353368932277	0.0682463041846851	0.938477817247374	0.995261020009027	0.666666666666667	4	6
5	RB5_12	SFV131_4	1551	10579	0.990107172300082	0.961315280464217	4.61594525915605	3.25231060095444	0.0166666666666667	0.0168071183163813	0.990272052761748	0.961960025789813	4.63275237747243	3.26911771927082	0.983333333333333	0.0386847195357834	0	0	2
