bootstrap	Sample1	Sample2	Sample1_length	Sample2_length	DistanceScore_d0	DistanceScore_d1	DistanceScore_d2	DistanceScore_d3	DistanceScore_d4	DistanceScore_d5	DistanceScore_d6	DistanceScore_d7	DistanceScore_d8	DistanceScore_d9	Percent_identity	Coverage_breadth_mingenome	Breakpoint_distance	Breakpoints	Alignments
1	RB5_2	RB5_4	238932	72280	0.996950631723712	0.993435251798561	5.79282083234432	5.02604112665618	0.00316122233930449	0.00316622955804955	0.996960271454828	0.993456004427227	5.79598706190237	5.02920735621423	0.996838777660696	0.00656474820143885	0.333333333333333	2	6
1	RB5_2	RB5_5	238932	50517	0.987973701757477	0.965546251756834	4.42065950686162	3.36813748502693	0.102844010341856	0.10852553052836	0.989210534498305	0.96908961339747	4.52918503738998	3.47666301555529	0.897155989658144	0.0344537482431657	0.25	1	4
1	RB5_2	RB5_6	238932	33303	0.993968446379047	0.97534756628532	5.11075065284624	3.70287965254833	0	0	0.993968446379047	0.97534756628532	5.11075065284624	3.70287965254833	1	0.0246524337146804	0	0	2
1	RB5_2	SFV70_2	238932	243736	0.824148275833492	0.822380426230057	1.73811411535327	1.72811124182844	0.247119394896204	0.283848622713146	0.867604647500974	0.866273667821807	2.02196273806642	2.01195986454159	0.752880605103796	0.177619573769943	0.85	17	20
1	RB5_2	SFV70_3	238932	172207	0.974383359399133	0.969420522975256	3.66451311519899	3.48742618049981	0.027155336118496	0.0275308561170524	0.975078987884876	0.970250918952191	3.69204397131604	3.51495703661686	0.972844663881504	0.0305794770247435	0.8	16	20
1	RB5_2	SFV70_4	238932	99518	0.994400945486778	0.990479109306859	5.18515753242023	4.65426687435147	0.00369393139841689	0.00370077081108073	0.994421628010046	0.990514278823931	5.18885830323131	4.65796764516255	0.996306068601583	0.00952089069314094	0.5	3	6
1	RB5_2	SFV131_2	238932	421101	0.904753247186125	0.868443741315521	2.35128435674936	2.02832069615869	0.154296440047084	0.167586382727929	0.919449482071351	0.888742403696449	2.51887073947729	2.19590707888662	0.845703559952916	0.131556258684479	0.815789473684211	31	38
1	RB5_2	SFV131_3	238932	103447	0.992508302203114	0.987602347095614	4.89395983198828	4.3902481061916	0.00506822612085767	0.00508111314018938	0.992546271821578	0.987665181203902	4.89904094512847	4.39532921933178	0.994931773879142	0.0123976529043858	0.666666666666667	4	6
2	RB5_2	RB5_4	238932	72280	0.994116550775677	0.98733397897067	5.13561208627974	4.3688323805916	0.00273074822501362	0.0027344835195969	0.994132616994203	0.987368566685113	5.13834656979934	4.3715668641112	0.997269251774986	0.0126660210293304	0.666666666666667	4	6
2	RB5_2	RB5_5	238932	50517	0.988440105165331	0.966882435615733	4.46021351312629	3.40769149129159	0.0355648535564853	0.0362126894948074	0.988851231132255	0.968060256943207	4.4964262026211	3.4439041807864	0.964435146443515	0.0331175643842667	0.25	1	4
