bootstrap	Sample1	Sample2	Sample1_length	Sample2_length	DistanceScore_d0	DistanceScore_d1	DistanceScore_d2	DistanceScore_d3	DistanceScore_d4	DistanceScore_d5	DistanceScore_d6	DistanceScore_d7	DistanceScore_d8	DistanceScore_d9	Percent_identity	Coverage_breadth_mingenome	Breakpoint_distance	Breakpoints	Alignments
1	RB5_2	SFV70_2	238932	243736	0.823673829630305	0.821901210386219	1.73541975833899	1.72541688481416	0.260848108851211	0.30225184309297	0.869668177712216	0.868357942845663	2.03767160143196	2.02766872790713	0.739151891148789	0.178098789613781	0.75	15	20
1	RB5_3	SFV70_2	95876	243736	0.982538897329894	0.969074638074179	4.04777957649231	3.47617865743106	0.0013490725126476	0.0013499833302346	0.982562453623547	0.969116358629897	4.04912955982255	3.47752864076129	0.998650927487352	0.0309253619258209	0	0	2
1	RB5_4	SFV70_2	72280	243736	0.994804060553896	0.988641394576646	5.25987783418627	4.47777963525374	0.00121802679658956	0.00121876919412945	0.994810389347375	0.988655229662424	5.26109660338039	4.47899840444787	0.99878197320341	0.0113586054233536	0	0	2
1	RB5_5	SFV70_2	50517	243736	0.992924456165273	0.979393075598313	4.9511109713077	3.88212812366345	0.00192122958693564	0.00192307751574149	0.992938049909432	0.97943266623117	4.95303404882344	3.88405120117919	0.998078770413064	0.0206069244016866	0.5	3	6
1	RB5_6	SFV70_2	33303	243736	0.968859980002815	0.870477134192115	3.46926147040615	2.04389784348412	0.000347745450330339	0.000347805927800368	0.968870808803093	0.870522175179413	3.46960927633395	2.04424564941192	0.99965225454967	0.129522865807885	0.5	2	4
1	RB5_7	SFV70_2	25736	243736	0.981229960812255	0.901732981038234	3.97549334059981	2.3200668222489	0.104982206405694	0.110911679793952	0.983200480940506	0.912049269505751	4.08640502039376	2.43097850204285	0.895017793594306	0.0982670189617656	0	0	2
1	SFV70_2	SFV70_3	243736	172207	0.9395037300784	0.926939671441927	2.80517357003447	2.61646976052584	0.000953781345626514	0.000954236484479126	0.939561430292131	0.927009355020411	2.80612780651895	2.61742399701032	0.999046218654373	0.0730603285580726	0.833333333333333	20	24
1	SFV70_2	SFV70_4	243736	99518	0.969270569316017	0.947004561988786	3.48253442940305	2.93754944439482	0.0256920743268866	0.0260278798481042	0.970060072133172	0.948366124721156	3.50856230925116	2.96357732424292	0.974307925673113	0.052995438011214	0.5	4	8
1	SFV70_2	SFV131_2	243736	421101	0.266779676823041	0	0.31030904493789	0	0	0	0.266779676823041	0	0.31030904493789	0	1	1	0.807692307692308	21	26
1	SFV70_2	SFV131_3	243736	103447	0.980667256173257	0.967558266551954	3.94595504928892	3.42830961564942	0.0797079856972587	0.083064252451143	0.982208230241688	0.970144131777625	4.02901930174006	3.51137386810057	0.920292014302741	0.0324417334480459	0.5	2	4
2	RB5_2	SFV70_2	238932	243736	0.85836848516993	0.856944653709005	1.9545265601266	1.94452368660176	0.211202293705475	0.237245383539566	0.888281385963022	0.887158270972494	2.19177194366616	2.18176907014133	0.788797706294525	0.143055346290995	0.7	14	20
2	RB5_3	SFV70_2	95876	243736	0.982538897329894	0.969074638074179	4.04777957649231	3.47617865743106	0.0013490725126476	0.0013499833302346	0.982562453623547	0.969116358629897	4.04912955982255	3.47752864076129	0.998650927487352	0.0309253619258209	0	0	2
2	RB5_4	SFV70_2	72280	243736	0.994804060553896	0.988641394576646	5.25987783418627	4.47777963525374	0.00121802679658956	0.00121876919412945	0.994810389347375	0.988655229662424	5.26109660338039	4.47899840444787	0.99878197320341	0.0113586054233536	0	0	2
2	RB5_5	SFV70_2	50517	243736	0.992924456165273	0.979393075598313	4.9511109713077	3.88212812366345	0.00192122958693564	0.00192307751574149	0.992938049909432	0.97943266623117	4.95303404882344	3.88405120117919	0.998078770413064	0.0206069244016866	0.666666666666667	4	6
2	RB5_6	SFV70_2	33303	243736	0.968859980002815	0.870477134192115	3.46926147040615	2.04389784348412	0.000347745450330339	0.000347805927800368	0.968870808803093	0.870522175179413	3.46960927633395	2.04424564941192	0.99965225454967	0.129522865807885	0.5	2	4
2	RB5_7	SFV70_2	25736	243736	0.981229960812255	0.901732981038234	3.97549334059981	2.3200668222489	0.104982206405694	0.110911679793952	0.983200480940506	0.912049269505751	4.08640502039376	2.43097850204285	0.895017793594306	0.0982670189617656	0	0	2
2	SFV70_2	SFV70_3	243736	172207	0.919561093707551	0.902855284628383	2.52025731073341	2.33155350122479	0.000537987925159911	0.000538132692588134	0.91960436886785	0.902907547312246	2.520795443426	2.33209163391737	0.99946201207484	0.0971447153716167	0.833333333333333	20	24
2	SFV70_2	SFV70_4	243736	99518	0.95764361085377	0.926952913040857	3.1616360039448	2.61665101893657	0.0732512552445147	0.0760727914108204	0.960746269526357	0.932303703852569	3.23770879535562	2.69272381034739	0.926748744755485	0.0730470869591431	0.75	6	8
2	SFV70_2	SFV131_2	243736	421101	0.266779676823041	0	0.31030904493789	0	0	0	0.266779676823041	0	0.31030904493789	0	1	1	0.884615384615385	23	26
2	SFV70_2	SFV131_3	243736	103447	0.985578210914705	0.975799201523485	4.23901508510601	3.72136965146652	0.0541242260834831	0.0556440357661031	0.986358779087686	0.977109051011629	4.29465912087212	3.77701368723262	0.945875773916517	0.0242007984765145	0.5	2	4
3	RB5_2	SFV70_2	238932	243736	0.862331872011403	0.860947884753821	1.98290935981628	1.97290648629145	0.242535516494101	0.277778629158676	0.895721282537894	0.89467296134465	2.26068798897495	2.25068511545012	0.757464483505899	0.139052115246179	0.85	17	20
3	RB5_3	SFV70_2	95876	243736	0.982538897329894	0.969074638074179	4.04777957649231	3.47617865743106	0.0013490725126476	0.0013499833302346	0.982562453623547	0.969116358629897	4.04912955982255	3.47752864076129	0.998650927487352	0.0309253619258209	0	0	2
3	RB5_4	SFV70_2	72280	243736	0.994804060553896	0.988641394576646	5.25987783418627	4.47777963525374	0.00121802679658956	0.00121876919412945	0.994810389347375	0.988655229662424	5.26109660338039	4.47899840444787	0.99878197320341	0.0113586054233536	0	0	2
3	RB5_5	SFV70_2	50517	243736	0.993665315221935	0.98155076508898	5.06171522523708	3.99273237759283	0.00107296137339052	0.00107353740852408	0.993672112094014	0.981570560405408	5.0627887626456	3.99380591500135	0.998927038626609	0.0184492349110201	0.333333333333333	2	6
3	RB5_6	SFV70_2	33303	243736	0.968859980002815	0.870477134192115	3.46926147040615	2.04389784348412	0.000347745450330339	0.000347805927800368	0.968870808803093	0.870522175179413	3.46960927633395	2.04424564941192	0.99965225454967	0.129522865807885	0.25	1	4
3	RB5_7	SFV70_2	25736	243736	0.981229960812255	0.901732981038234	3.97549334059981	2.3200668222489	0.104982206405694	0.110911679793952	0.983200480940506	0.912049269505751	4.08640502039376	2.43097850204285	0.895017793594306	0.0982670189617656	0	0	2
3	SFV70_2	SFV70_3	243736	172207	0.898123060130835	0.876964931739128	2.28398966594189	2.09528585643326	0.000471976401179908	0.000472087817100046	0.898171143642278	0.877023001387865	2.28446175375899	2.09575794425036	0.99952802359882	0.123035068260872	0.791666666666667	19	24
3	SFV70_2	SFV70_4	243736	99518	0.970904927546365	0.949823147571294	3.53718645063309	2.99220146562486	0.0537699008711324	0.0552695057553462	0.972469366708035	0.952521151952411	3.59245595638844	3.0474709713802	0.946230099128868	0.0501768524287064	0.5	4	8
3	SFV70_2	SFV131_2	243736	421101	0.266779676823041	0	0.31030904493789	0	0	0	0.266779676823041	0	0.31030904493789	0	1	1	0.692307692307692	18	26
3	SFV70_2	SFV131_3	243736	103447	0.980684538125427	0.967587266909625	3.94684937040978	3.42920393677029	0.0796301819266328	0.0829797135431224	0.982222631868496	0.970168298742351	4.02982908395291	3.51218365031341	0.920369818073367	0.0324127330903748	0	0	4
4	RB5_2	SFV70_2	238932	243736	0.863794575153107	0.862425292551856	1.99359105605336	1.98358818252853	0.217714702929634	0.245535774957858	0.893448498761053	0.89237732911456	2.23912683101122	2.22912395748639	0.782285297070366	0.137574707448144	0.8	16	20
4	RB5_3	SFV70_2	95876	243736	0.982538897329894	0.969074638074179	4.04777957649231	3.47617865743106	0.0013490725126476	0.0013499833302346	0.982562453623547	0.969116358629897	4.04912955982255	3.47752864076129	0.998650927487352	0.0309253619258209	0	0	2
4	RB5_4	SFV70_2	72280	243736	0.994804060553896	0.988641394576646	5.25987783418627	4.47777963525374	0.00121802679658956	0.00121876919412945	0.994810389347375	0.988655229662424	5.26109660338039	4.47899840444787	0.99878197320341	0.0113586054233536	0	0	2
4	RB5_5	SFV70_2	50517	243736	0.996081603246186	0.988588000079181	5.54207270021356	4.4730898525693	0.00260190806591498	0.00260529891176325	0.996091798554305	0.988617693053824	5.54467799912532	4.47569515148107	0.997398091934085	0.0114119999208187	0.333333333333333	2	6
4	RB5_6	SFV70_2	33303	243736	0.981717375531965	0.923955799777798	4.00180415279994	2.57644052587792	0.000197433366238897	0.000197452858771643	0.981720985132057	0.923970813440231	4.00200160565871	2.57663797873669	0.999802566633761	0.0760442002222022	0.25	1	4
4	RB5_7	SFV70_2	25736	243736	0.981229960812255	0.901732981038234	3.97549334059981	2.3200668222489	0.104982206405694	0.110911679793952	0.983200480940506	0.912049269505751	4.08640502039376	2.43097850204285	0.895017793594306	0.0982670189617656	0	0	2
4	SFV70_2	SFV70_3	243736	172207	0.924119410592317	0.908360287328622	2.57859436631656	2.38989055680793	0.000570306064254456	0.000570468750614871	0.924162685752615	0.908412550012485	2.57916483506718	2.39046102555855	0.999429693935746	0.091639712671378	0.875	21	24
4	SFV70_2	SFV70_4	243736	99518	0.959327495091099	0.929856910307683	3.20220296988758	2.65721798487934	0.0572308573884392	0.0589338379725835	0.961655217419171	0.933871259470649	3.26113680786017	2.71615182285193	0.942769142611561	0.070143089692317	0.375	3	8
4	SFV70_2	SFV131_2	243736	421101	0.266779676823041	0	0.31030904493789	0	0	0	0.266779676823041	0	0.31030904493789	0	1	1	0.846153846153846	22	26
4	SFV70_2	SFV131_3	243736	103447	0.980667256173257	0.967558266551954	3.94595504928892	3.42830961564942	0.0797079856972587	0.083064252451143	0.982208230241688	0.970144131777625	4.02901930174006	3.51137386810057	0.920292014302741	0.0324417334480459	0.5	2	4
5	RB5_2	SFV70_2	238932	243736	0.806189761906735	0.804241374114811	1.64087575278221	1.63087287925737	0.262544630449191	0.30454970846263	0.857073599244201	0.855636750205079	1.94542546124484	1.93542258772	0.737455369550809	0.195758625885189	0.9	18	20
5	RB5_3	SFV70_2	95876	243736	0.982538897329894	0.969074638074179	4.04777957649231	3.47617865743106	0.0013490725126476	0.0013499833302346	0.982562453623547	0.969116358629897	4.04912955982255	3.47752864076129	0.998650927487352	0.0309253619258209	0	0	2
5	RB5_4	SFV70_2	72280	243736	0.994804060553896	0.988641394576646	5.25987783418627	4.47777963525374	0.00121802679658956	0.00121876919412945	0.994810389347375	0.988655229662424	5.26109660338039	4.47899840444787	0.99878197320341	0.0113586054233536	0	0	2
5	RB5_5	SFV70_2	50517	243736	0.990878597669353	0.973434685353445	4.69713172239104	3.62814887474679	0.000745156482861442	0.00074543424994862	0.990885394541432	0.973454480669874	4.69787715664099	3.62889430899674	0.999254843517139	0.0265653146465546	0.333333333333333	2	6
5	RB5_6	SFV70_2	33303	243736	0.981717375531965	0.923955799777798	4.00180415279994	2.57644052587792	0.000197433366238897	0.000197452858771643	0.981720985132057	0.923970813440231	4.00200160565871	2.57663797873669	0.999802566633761	0.0760442002222022	0.5	2	4
5	RB5_7	SFV70_2	25736	243736	0.981229960812255	0.901732981038234	3.97549334059981	2.3200668222489	0.104982206405694	0.110911679793952	0.983200480940506	0.912049269505751	4.08640502039376	2.43097850204285	0.895017793594306	0.0982670189617656	0	0	2
5	SFV70_2	SFV70_3	243736	172207	0.948464092435742	0.937760950484011	2.9654764800099	2.77677267050127	0.00135286434036197	0.00135378028751838	0.948533813527334	0.937845151474679	2.96683026029742	2.77812645078879	0.998647135659638	0.0622390495159895	0.791666666666667	19	24
5	SFV70_2	SFV70_4	243736	99518	0.964277182494596	0.9383930545228	3.3319656485536	2.78698066354536	0.0436307290817158	0.0446111738615687	0.96583579506721	0.941081010470468	3.37657682241516	2.83159183740693	0.956369270918284	0.0616069454772001	0.625	5	8
5	SFV70_2	SFV131_2	243736	421101	0.266779676823041	0	0.31030904493789	0	0	0	0.266779676823041	0	0.31030904493789	0	1	1	0.884615384615385	23	26
5	SFV70_2	SFV131_3	243736	103447	0.980667256173257	0.967558266551954	3.94595504928892	3.42830961564942	0.0797079856972587	0.083064252451143	0.982208230241688	0.970144131777625	4.02901930174006	3.51137386810057	0.920292014302741	0.0324417334480459	0.5	2	4
6	RB5_2	SFV70_2	238932	243736	0.907831055715316	0.906904474913364	2.38413203504363	2.3741291615188	0.205992761930452	0.230662701819941	0.926817191112732	0.926081479249326	2.61479473686358	2.60479186333874	0.794007238069548	0.0930955250866355	0.45	9	20
6	RB5_3	SFV70_2	95876	243736	0.982538897329894	0.969074638074179	4.04777957649231	3.47617865743106	0.0013490725126476	0.0013499833302346	0.982562453623547	0.969116358629897	4.04912955982255	3.47752864076129	0.998650927487352	0.0309253619258209	0	0	2
6	RB5_4	SFV70_2	72280	243736	0.994804060553896	0.988641394576646	5.25987783418627	4.47777963525374	0.00121802679658956	0.00121876919412945	0.994810389347375	0.988655229662424	5.26109660338039	4.47899840444787	0.99878197320341	0.0113586054233536	0	0	2
6	RB5_5	SFV70_2	50517	243736	0.991249027197684	0.974513530098779	4.73859040738478	3.66960755974053	0.000388349514563124	0.000388424941764565	0.991252425633723	0.974523427756993	4.73897883232654	3.66999598468229	0.999611650485437	0.0254864699012214	0.666666666666667	4	6
6	RB5_6	SFV70_2	33303	243736	0.988146073296539	0.950695132570639	4.43509609891041	3.00973247198838	0	0	0.988146073296539	0.950695132570639	4.43509609891041	3.00973247198838	1	0.0493048674293607	0.25	1	4
6	RB5_7	SFV70_2	25736	243736	0.981229960812255	0.901732981038234	3.97549334059981	2.3200668222489	0.104982206405694	0.110911679793952	0.983200480940506	0.912049269505751	4.08640502039376	2.43097850204285	0.895017793594306	0.0982670189617656	0	0	2
6	SFV70_2	SFV70_3	243736	172207	0.917015071776662	0.899780496727775	2.4890962753452	2.30039246583657	0.000463539705072846	0.000463647172813595	0.917053538585816	0.899826952446765	2.48955992251801	2.30085611300939	0.999536460294927	0.100219503272225	0.708333333333333	17	24
6	SFV70_2	SFV70_4	243736	99518	0.949366941099011	0.912679113326232	2.98315057805685	2.43816559304861	0.0764672036823936	0.0795489669061653	0.953238709527056	0.919356297353243	3.06269954496301	2.51771455995477	0.923532796317606	0.0873208866737676	0.75	6	8
6	SFV70_2	SFV131_2	243736	421101	0.266779676823041	0	0.31030904493789	0	0	0	0.266779676823041	0	0.31030904493789	0	1	1	0.730769230769231	19	26
6	SFV70_2	SFV131_3	243736	103447	0.985578210914705	0.975799201523485	4.23901508510601	3.72136965146652	0.0541242260834831	0.0556440357661031	0.986358779087686	0.977109051011629	4.29465912087212	3.77701368723262	0.945875773916517	0.0242007984765145	0.25	1	4
7	RB5_2	SFV70_2	238932	243736	0.788672545103467	0.786548055513703	1.55434642954689	1.54434355602206	0.245919157655317	0.282255698757846	0.840642014801064	0.839039977901662	1.83660212830474	1.82659925477991	0.754080842344683	0.213451944486297	0.75	15	20
7	RB5_3	SFV70_2	95876	243736	0.982538897329894	0.969074638074179	4.04777957649231	3.47617865743106	0.0013490725126476	0.0013499833302346	0.982562453623547	0.969116358629897	4.04912955982255	3.47752864076129	0.998650927487352	0.0309253619258209	0	0	2
7	RB5_4	SFV70_2	72280	243736	0.994804060553896	0.988641394576646	5.25987783418627	4.47777963525374	0.00121802679658956	0.00121876919412945	0.994810389347375	0.988655229662424	5.26109660338039	4.47899840444787	0.99878197320341	0.0113586054233536	0	0	2
7	RB5_5	SFV70_2	50517	243736	0.996452032774517	0.989666844824515	5.64138045204003	4.57239760439578	0.00191570881226055	0.00191754612927182	0.996458829646597	0.989686640140943	5.6432979981693	4.57431515052505	0.998084291187739	0.0103331551754855	0.666666666666667	4	6
7	RB5_6	SFV70_2	33303	243736	0.981717375531965	0.923955799777798	4.00180415279994	2.57644052587792	0.000197433366238897	0.000197452858771643	0.981720985132057	0.923970813440231	4.00200160565871	2.57663797873669	0.999802566633761	0.0760442002222022	0.25	1	4
7	RB5_7	SFV70_2	25736	243736	0.981229960812255	0.901732981038234	3.97549334059981	2.3200668222489	0.104982206405694	0.110911679793952	0.983200480940506	0.912049269505751	4.08640502039376	2.43097850204285	0.895017793594306	0.0982670189617656	0	0	2
7	SFV70_2	SFV70_3	243736	172207	0.88759277112489	0.864247678665792	2.18562702975509	1.99692322024646	0.000406373649877056	0.000406456242024987	0.88763845046076	0.864302844832092	2.18603348599712	1.99732967648849	0.999593626350123	0.135752321334208	0.833333333333333	20	24
7	SFV70_2	SFV70_4	243736	99518	0.97089618766278	0.94980807492112	3.53688610523363	2.99190112022539	0.0537537537537538	0.055252441217215	0.972460626824451	0.952506079302237	3.59213854645084	3.04715356144261	0.946246246246246	0.0501919250788802	0.75	6	8
7	SFV70_2	SFV131_2	243736	421101	0.519079112624598	0.344097712278859	0.732052497714938	0.421743452777048	0.000319015181369564	0.000319066077537257	0.519232533688709	0.344306955066137	0.732371563792475	0.422062518854585	0.99968098481863	0.655902287721141	0.769230769230769	20	26
7	SFV70_2	SFV131_3	243736	103447	0.970862628642531	0.951105396966563	3.5357336896461	3.01808825600661	0.104982206405694	0.110911679793952	0.973921534176501	0.956238460274343	3.64664536944005	3.12899993580056	0.895017793594306	0.0488946030334374	0.25	1	4
8	RB5_2	SFV70_2	238932	243736	0.815046781638725	0.813187434081663	1.6876523596046	1.67764948607977	0.256354247179935	0.296190496221771	0.862460324695236	0.861077628781411	1.98384285582637	1.97383998230154	0.743645752820065	0.186812565918337	0.65	13	20
8	RB5_3	SFV70_2	95876	243736	0.982538897329894	0.969074638074179	4.04777957649231	3.47617865743106	0.0013490725126476	0.0013499833302346	0.982562453623547	0.969116358629897	4.04912955982255	3.47752864076129	0.998650927487352	0.0309253619258209	0	0	2
8	RB5_4	SFV70_2	72280	243736	0.994804060553896	0.988641394576646	5.25987783418627	4.47777963525374	0.00121802679658956	0.00121876919412945	0.994810389347375	0.988655229662424	5.26109660338039	4.47899840444787	0.99878197320341	0.0113586054233536	0	0	2
8	RB5_5	SFV70_2	50517	243736	0.993665315221935	0.98155076508898	5.06171522523708	3.99273237759283	0.00107296137339052	0.00107353740852408	0.993672112094014	0.981570560405408	5.0627887626456	3.99380591500135	0.998927038626609	0.0184492349110201	0.333333333333333	2	6
8	RB5_6	SFV70_2	33303	243736	0.97528867776739	0.897216466984956	3.70049375039259	2.27513012347057	0.000292141396435852	0.00029218407804652	0.975295896967575	0.897246494309822	3.70078593447064	2.27542230754862	0.999707858603564	0.102783533015044	0.5	2	4
8	RB5_7	SFV70_2	25736	243736	0.981229960812255	0.901732981038234	3.97549334059981	2.3200668222489	0.104982206405694	0.110911679793952	0.983200480940506	0.912049269505751	4.08640502039376	2.43097850204285	0.895017793594306	0.0982670189617656	0	0	2
8	SFV70_2	SFV70_3	243736	172207	0.928057450179472	0.913116191560157	2.63188739763234	2.44318358812372	0.00103595775965781	0.00103649473478544	0.928131979622208	0.913206199515699	2.63292389236713	2.4442200828585	0.998964042240342	0.0868838084398428	0.75	18	24
