SFV131_2	SFV131_3	94.134	5336	294	12	199300	204622	26571	31900	0.0	8175	0.05	0.01	421101	103447	-
SFV131_2	SFV131_3	99.622	2119	7	1	273816	275934	18077	20194	0.0	3782	0.05	0.01	421101	103447	-
SFV131_2	SFV131_3	89.494	2532	260	1	362982	365507	3238	5769	0.0	3368	0.05	0.01	421101	103447	+
SFV131_2	SFV131_3	99.878	821	1	0	319441	320261	10730	11550	0.0	1476	0.05	0	421101	103447	-
SFV131_2	SFV131_3	99.878	821	1	0	103421	104241	10731	11551	0.0	1476	0.05	0	421101	103447	+
SFV131_2	SFV131_3	99.878	821	1	0	134184	135004	10731	11551	0.0	1476	0.05	0	421101	103447	+
SFV131_2	SFV131_3	99.878	821	1	0	303020	303840	78718	79538	0.0	1476	0.05	0	421101	103447	-
SFV131_2	SFV131_3	99.878	821	1	0	319441	320261	78719	79539	0.0	1476	0.05	0	421101	103447	+
SFV131_2	SFV131_3	99.878	821	1	0	134184	135004	83830	84650	0.0	1476	0.05	0	421101	103447	-
SFV131_2	SFV131_3	99.878	821	1	0	103421	104241	83830	84650	0.0	1476	0.05	0	421101	103447	-
SFV131_2	SFV131_3	99.878	821	1	0	108308	109128	83831	84651	0.0	1476	0.05	0	421101	103447	-
SFV131_2	SFV131_3	99.878	820	1	0	108309	109128	10731	11550	0.0	1474	0.05	0	421101	103447	+
SFV131_2	SFV131_3	99.878	820	1	0	303020	303839	10731	11550	0.0	1474	0.05	0	421101	103447	+
SFV131_2	SFV131_3	99.878	820	1	0	134184	135003	78719	79538	0.0	1474	0.05	0	421101	103447	-
SFV131_2	SFV131_3	99.878	820	1	0	108309	109128	78719	79538	0.0	1474	0.05	0	421101	103447	-
SFV131_2	SFV131_3	99.878	820	1	0	103421	104240	78719	79538	0.0	1474	0.05	0	421101	103447	-
SFV131_2	SFV131_3	99.878	820	1	0	303020	303839	83831	84650	0.0	1474	0.05	0	421101	103447	-
SFV131_2	SFV131_3	99.878	820	1	0	319441	320260	83831	84650	0.0	1474	0.05	0	421101	103447	+
SFV131_2	SFV131_3	99.513	821	4	0	322683	323503	83831	84651	0.0	1463	0.05	0	421101	103447	+
SFV131_2	SFV131_3	99.512	820	4	0	322683	323502	10731	11550	0.0	1462	0.05	0	421101	103447	-
SFV131_2	SFV131_3	99.512	820	4	0	322683	323502	78719	79538	0.0	1462	0.05	0	421101	103447	+
SFV131_2	SFV131_3	97.826	690	4	1	231740	232418	24332	25021	0.0	1182	0.05	0	421101	103447	+
SFV131_2	SFV131_3	79.683	1260	256	0	193078	194337	35236	36495	0.0	1119	0.05	0	421101	103447	-
SFV131_2	SFV131_3	92.149	726	57	0	209272	209997	20735	21460	0.0	1052	0.05	0	421101	103447	-
SFV131_2	SFV131_3	87.078	859	89	5	194337	195195	32608	33444	0.0	1047	0.05	0	421101	103447	-
SFV131_2	SFV131_3	98.896	453	5	0	269019	269471	2476	2928	0.0	794	0.05	0	421101	103447	-
SFV131_2	SFV131_3	83.994	656	105	0	211148	211803	19086	19741	0.0	710	0.05	0	421101	103447	-
SFV131_2	SFV131_3	80.946	719	135	2	271840	272557	20744	21461	0.0	672	0.05	0	421101	103447	-
SFV131_2	SFV131_3	93.803	355	19	3	200460	200812	37334	37687	4.45e-150	531	0.05	0	421101	103447	-
SFV131_2	SFV131_3	89.572	374	37	2	148688	149061	1543	1914	3.90e-138	491	0.05	0	421101	103447	-
SFV131_2	SFV131_3	96.500	200	6	1	195607	195806	32033	32231	3.43e-88	325	0.05	0	421101	103447	-
SFV131_2	SFV131_3	96.000	200	7	1	198933	199132	32033	32231	4.18e-87	322	0.05	0	421101	103447	-
SFV131_2	SFV131_3	96.000	200	7	1	191977	192176	32033	32231	4.18e-87	322	0.05	0	421101	103447	-
SFV131_2	SFV131_3	90.435	230	15	3	198933	199156	38347	38575	2.64e-83	309	0.05	0	421101	103447	-
SFV131_2	SFV131_3	92.823	209	14	1	195607	195815	38368	38575	3.21e-82	306	0.05	0	421101	103447	-
SFV131_2	SFV131_3	93.069	202	13	1	191977	192178	38375	38575	4.77e-80	298	0.05	0	421101	103447	-
SFV131_2	SFV131_3	100.000	62	0	0	293958	294019	18991	19052	3.93e-24	113	0.05	0	421101	103447	-
